,BVP_1
13901,7.67
13902,1.75
13903,-2.62
13904,-5.98
13905,-9.27
13906,-13.35
13907,-18.62
13908,-24.92
13909,-31.63
13910,-38.04
13911,-43.64
13912,-48.3
13913,-52.25
13914,-55.97
13915,-60.01
13916,-64.92
13917,-71.31
13918,-79.76
13919,-90.48
13920,-102.89
13921,-115.14
13922,-124.15
13923,-126.26
13924,-118.5
13925,-99.81
13926,-71.77
13927,-38.29
13928,-4.32
13929,25.67
13930,48.97
13931,64.94
13932,74.44
13933,78.88
13934,79.36
13935,76.56
13936,71.04
13937,63.76
13938,56.25
13939,50.3
13940,47.32
13941,47.7
13942,50.68
13943,54.6
13944,57.69
13945,58.73
13946,57.52
13947,54.75
13948,51.48
13949,48.54
13950,46
13951,43.24
13952,39.27
13953,33.37
13954,25.58
13955,16.78
13956,8.32
13957,1.38
13958,-3.59
13959,-7.1
13960,-10.23
13961,-14.14
13962,-19.38
13963,-25.74
13964,-32.39
13965,-38.34
13966,-42.99
13967,-46.36
13968,-49.04
13969,-51.91
13970,-55.87
13971,-61.59
13972,-69.46
13973,-79.45
13974,-90.92
13975,-102.35
13976,-111.31
13977,-114.78
13978,-109.95
13979,-95.3
13980,-71.38
13981,-41.02
13982,-8.58
13983,21.35
13984,45.26
13985,61.55
13986,70.48
13987,73.53
13988,72.45
13989,68.61
13990,62.94
13991,56.16
13992,49.16
13993,43.12
13994,39.19
13995,38.13
13996,39.9
13997,43.6
13998,47.78
13999,51
14000,52.22
14001,51.17
14002,48.16
14003,43.81
14004,38.73
14005,33.23
14006,27.37
14007,21.08
14008,14.34
14009,7.29
14010,0.13
14011,-6.93
14012,-13.81
14013,-20.53
14014,-27.14
14015,-33.59
14016,-39.71
14017,-45.24
14018,-49.99
14019,-54.05
14020,-57.87
14021,-62.26
14022,-68.27
14023,-76.71
14024,-87.67
14025,-99.94
14026,-110.9
14027,-116.97
14028,-114.67
14029,-101.93
14030,-79.07
14031,-48.93
14032,-16
14033,15
14034,40.59
14035,59.21
14036,71.11
14037,77.46
14038,79.52
14039,78.18
14040,74.03
14041,67.85
14042,60.87
14043,54.66
14044,50.64
14045,49.47
14046,50.73
14047,53.23
14048,55.51
14049,56.62
14050,56.35
14051,55.16
14052,53.63
14053,51.93
14054,49.64
14055,45.94
14056,40.17
14057,32.27
14058,22.98
14059,13.55
14060,5.21
14061,-1.4
14062,-6.44
14063,-10.79
14064,-15.52
14065,-21.32
14066,-28.2
14067,-35.49
14068,-42.22
14069,-47.69
14070,-51.81
14071,-55.17
14072,-58.82
14073,-63.87
14074,-71.18
14075,-81.01
14076,-92.83
14077,-105.11
14078,-115.35
14079,-120.41
14080,-117.26
14081,-104.02
14082,-80.77
14083,-49.89
14084,-15.55
14085,17.52
14086,45.38
14087,65.84
14088,78.67
14089,84.99
14090,86.48
14091,84.65
14092,80.56
14093,75.06
14094,69.03
14095,63.51
14096,59.57
14097,57.86
14098,58.36
14099,60.28
14100,62.4
14101,63.57
14102,63.16
14103,61.19
14104,58.21
14105,54.8
14106,51.23
14107,47.36
14108,42.68
14109,36.75
14110,29.47
14111,21.22
14112,12.76
14113,4.94
14114,-1.67
14115,-7.04
14116,-11.63
14117,-16.24
14118,-21.63
14119,-28.13
14120,-35.47
14121,-42.89
14122,-49.47
14123,-54.54
14124,-58.07
14125,-60.81
14126,-64.11
14127,-69.47
14128,-77.98
14129,-89.71
14130,-103.33
14131,-116.12
14132,-124.42
14133,-124.69
14134,-114.6
14135,-94
14136,-65.09
14137,-31.88
14138,1.06
14139,29.88
14140,52.25
14141,67.53
14142,76.21
14143,79.28
14144,77.78
14145,72.78
14146,65.5
14147,57.44
14148,50.23
14149,45.2
14150,42.99
14151,43.36
14152,45.34
14153,47.71
14154,49.46
14155,50.06
14156,49.41
14157,47.61
14158,44.72
14159,40.66
14160,35.34
14161,28.81
14162,21.43
14163,13.75
14164,6.31
14165,-0.59
14166,-7
14167,-13.22
14168,-19.52
14169,-25.92
14170,-32.09
14171,-37.52
14172,-41.85
14173,-45.1
14174,-47.74
14175,-50.58
14176,-54.47
14177,-60.14
14178,-68.01
14179,-78.01
14180,-89.35
14181,-100.33
14182,-108.34
14183,-110.31
14184,-103.57
14185,-86.87
14186,-61.14
14187,-29.44
14188,3.76
14189,33.98
14190,57.94
14191,74.22
14192,83.21
14193,86.36
14194,85.42
14195,81.84
14196,76.66
14197,70.65
14198,64.57
14199,59.25
14200,55.44
14201,53.6
14202,53.71
14203,55.2
14204,57.18
14205,58.7
14206,59.04
14207,57.82
14208,55.01
14209,50.75
14210,45.21
14211,38.56
14212,31.02
14213,22.86
14214,14.52
14215,6.4
14216,-1.18
14217,-8.13
14218,-14.6
14219,-20.84
14220,-27.08
14221,-33.39
14222,-39.66
14223,-45.66
14224,-51.19
14225,-56.15
14226,-60.69
14227,-65.29
14228,-70.78
14229,-78.13
14230,-88
14231,-100.12
14232,-112.71
14233,-122.57
14234,-125.75
14235,-118.96
14236,-100.94
14237,-73.17
14238,-39.6
14239,-5.37
14240,24.92
14241,48.53
14242,64.94
14243,75.22
14244,80.98
14245,83.37
14246,82.85
14247,79.56
14248,73.95
14249,67.22
14250,61.14
14251,57.4
14252,56.84
14253,59.05
14254,62.53
14255,65.42
14256,66.33
14257,64.93
14258,61.87
14259,58.25
14260,54.91
14261,51.9
14262,48.49
14263,43.69
14264,36.84
14265,28.06
14266,18.33
14267,9.08
14268,1.53
14269,-3.84
14270,-7.47
14271,-10.54
14272,-14.38
14273,-19.88
14274,-27.05
14275,-35.06
14276,-42.67
14277,-48.79
14278,-53.03
14279,-55.81
14280,-58.22
14281,-61.53
14282,-66.84
14283,-74.83
14284,-85.61
14285,-98.51
14286,-111.87
14287,-122.92
14288,-128.13
14289,-124.1
14290,-108.83
14291,-82.75
14292,-48.93
14293,-12.34
14294,21.74
14295,49.35
14296,68.75
14297,80.47
14298,86.28
14299,88.12
14300,87.31
14301,84.43
14302,79.8
14303,74
14304,68.14
14305,63.59
14306,61.49
14307,62.09
14308,64.66
14309,67.72
14310,69.67
14311,69.44
14312,66.86
14313,62.59
14314,57.72
14315,53.16
14316,49.22
14317,45.56
14318,41.37
14319,35.91
14320,28.9
14321,20.74
14322,12.43
14323,5.08
14324,-0.51
14325,-4.22
14326,-6.7
14327,-9.09
14328,-12.49
14329,-17.54
14330,-24.15
14331,-31.53
14332,-38.67
14333,-44.78
14334,-49.64
14335,-53.68
14336,-57.7
14337,-62.56
14338,-68.87
14339,-77.09
14340,-87.42
14341,-99.85
14342,-113.61
14343,-126.79
14344,-136.25
14345,-138.17
14346,-129.4
14347,-108.81
14348,-78.22
14349,-41.98
14350,-5.64
14351,25.89
14352,49.77
14353,65.48
14354,74.28
14355,77.93
14356,77.88
14357,74.92
14358,69.57
14359,62.62
14360,55.35
14361,49.35
14362,45.89
14363,45.41
14364,47.26
14365,49.99
14366,52.01
14367,52.23
14368,50.47
14369,47.37
14370,43.87
14371,40.66
14372,37.71
14373,34.35
14374,29.63
14375,22.93
14376,14.42
14377,5.06
14378,-3.85
14379,-11.23
14380,-16.79
14381,-21.14
14382,-25.38
14383,-30.52
14384,-36.88
14385,-43.95
14386,-50.66
14387,-55.96
14388,-59.38
14389,-61.29
14390,-62.75
14391,-65.2
14392,-69.93
14393,-77.69
14394,-88.38
14395,-100.73
14396,-112.35
14397,-119.96
14398,-120.2
14399,-110.67
14400,-90.88
14401,-62.65
14402,-29.72
14403,3.31
14404,32.42
14405,55.07
14406,70.48
14407,79.26
14408,82.59
14409,81.73
14410,77.77
14411,71.81
14412,65.1
14413,59.01
14414,54.67
14415,52.66
14416,52.81
14417,54.32
14418,56.17
14419,57.55
14420,58.02
14421,57.51
14422,56.07
14423,53.62
14424,49.96
14425,44.9
14426,38.4
14427,30.8
14428,22.73
14429,14.89
14430,7.77
14431,1.49
14432,-4.24
14433,-9.91
14434,-15.95
14435,-22.5
14436,-29.35
14437,-36.04
14438,-42.05
14439,-47.11
14440,-51.3
14441,-55.06
14442,-59.1
14443,-64.3
14444,-71.52
14445,-81.33
14446,-93.55
14447,-106.82
14448,-118.41
14449,-124.66
14450,-121.97
14451,-108.17
14452,-83.63
14453,-51.4
14454,-16.38
14455,16.31
14456,42.9
14457,61.85
14458,73.67
14459,79.96
14460,82.31
14461,81.73
14462,78.62
14463,73.42
14464,67.01
14465,60.84
14466,56.51
14467,55.01
14468,56.33
14469,59.32
14470,62.26
14471,63.64
14472,62.8
14473,60.09
14474,56.51
14475,53.02
14476,49.94
14477,46.75
14478,42.45
14479,36.2
14480,27.92
14481,18.45
14482,9.21
14483,1.54
14484,-4.01
14485,-7.86
14486,-11.24
14487,-15.49
14488,-21.42
14489,-28.9
14490,-36.96
14491,-44.29
14492,-49.87
14493,-53.42
14494,-55.57
14495,-57.59
14496,-60.96
14497,-66.9
14498,-76.02
14499,-87.92
14500,-101.07
14501,-112.78
14502,-119.59
14503,-118.14
14504,-106.26
14505,-83.9
14506,-53.41
14507,-18.99
14508,14.56
14509,43.22
14510,64.71
14511,78.63
14512,85.94
14513,88.1
14514,86.53
14515,82.33
14516,76.47
14517,70
14518,64.03
14519,59.48
14520,56.84
14521,55.96
14522,56.15
14523,56.53
14524,56.36
14525,55.31
14526,53.46
14527,51.07
14528,48.33
14529,45.15
14530,41.19
14531,36.05
14532,29.53
14533,21.81
14534,13.49
14535,5.29
14536,-2.21
14537,-8.8
14538,-14.74
14539,-20.54
14540,-26.65
14541,-33.2
14542,-39.95
14543,-46.39
14544,-52.09
14545,-56.88
14546,-60.94
14547,-64.83
14548,-69.35
14549,-75.41
14550,-83.86
14551,-94.99
14552,-108.01
14553,-120.65
14554,-129.32
14555,-130.02
14556,-119.87
14557,-98.37
14558,-67.99
14559,-33.48
14560,-0.23
14561,27.46
14562,47.56
14563,60.24
14564,67.01
14565,69.53
14566,68.8
14567,65.3
14568,59.44
14569,52.14
14570,44.98
14571,39.77
14572,37.76
14573,39.17
14574,43.04
14575,47.61
14576,51.15
14577,52.48
14578,51.36
14579,48.27
14580,43.95
14581,39.01
14582,33.66
14583,27.82
14584,21.32
14585,14.17
14586,6.57
14587,-1.16
14588,-8.81
14589,-16.31
14590,-23.75
14591,-31.16
14592,-38.46
14593,-45.41
14594,-51.72
14595,-57.26
14596,-62.27
14597,-67.33
14598,-73.42
14599,-81.55
14600,-92.33
14601,-105.33
14602,-118.62
14603,-128.88
14604,-132.1
14605,-125.01
14606,-106.39
14607,-77.82
14608,-43.32
14609,-8.05
14610,23.45
14611,48.39
14612,66.11
14613,77.38
14614,83.45
14615,85.29
14616,83.51
14617,78.8
14618,72.31
14619,65.7
14620,60.69
14621,58.36
14622,58.75
14623,60.87
14624,63.21
14625,64.52
14626,64.3
14627,62.81
14628,60.7
14629,58.42
14630,55.82
14631,52.23
14632,46.84
14633,39.29
14634,29.98
14635,20.05
14636,10.9
14637,3.5
14638,-2
14639,-6.42
14640,-11.06
14641,-17.1
14642,-24.92
14643,-33.98
14644,-43.06
14645,-50.9
14646,-56.85
14647,-61.13
14648,-64.74
14649,-69.04
14650,-75.25
14651,-84.17
14652,-95.89
14653,-109.56
14654,-123.14
14655,-133.42
14656,-136.58
14657,-129.26
14658,-109.89
14659,-79.62
14660,-42.32
14661,-3.5
14662,31.42
14663,58.71
14664,77.08
14665,87.35
14666,91.4
14667,91.15
14668,87.97
14669,82.73
14670,76.27
14671,69.66
14672,64.19
14673,60.98
14674,60.45
14675,62.12
14676,64.71
14677,66.71
14678,67
14679,65.29
14680,62.05
14681,58.17
14682,54.39
14683,50.88
14684,47.14
14685,42.32
14686,35.71
14687,27.14
14688,17.23
14689,7.14
14690,-1.84
14691,-8.9
14692,-14.04
14693,-18.05
14694,-22.16
14695,-27.43
14696,-34.24
14697,-42.15
14698,-50.11
14699,-57.02
14700,-62.24
14701,-65.99
14702,-69.24
14703,-73.42
14704,-79.95
14705,-89.78
14706,-102.92
14707,-118.08
14708,-132.52
14709,-142.37
14710,-143.56
14711,-133.18
14712,-110.58
14713,-77.99
14714,-39.9
14715,-1.72
14716,31.85
14717,57.96
14718,75.84
14719,86.18
14720,90.27
14721,89.38
14722,84.66
14723,77.44
14724,69.34
14725,62.26
14726,57.7
14727,56.36
14728,57.77
14729,60.61
14730,63.3
14731,64.67
14732,64.36
14733,62.74
14734,60.42
14735,57.78
14736,54.66
14737,50.49
14738,44.69
14739,37.07
14740,28.08
14741,18.68
14742,9.93
14743,2.55
14744,-3.46
14745,-8.69
14746,-14.1
14747,-20.49
14748,-28.14
14749,-36.66
14750,-45.21
14751,-52.89
14752,-59.13
14753,-63.97
14754,-68.01
14755,-72.2
14756,-77.68
14757,-85.45
14758,-96.16
14759,-109.56
14760,-124.13
14761,-136.79
14762,-143.4
14763,-139.89
14764,-123.74
14765,-95.27
14766,-57.88
14767,-17.16
14768,20.98
14769,52.07
14770,74.17
14771,87.73
14772,94.54
14773,96.54
14774,95.04
14775,90.78
14776,84.37
14777,76.87
14778,69.83
14779,64.87
14780,63.01
14781,64.21
14782,67.32
14783,70.61
14784,72.52
14785,72.24
14786,69.86
14787,66.09
14788,61.66
14789,56.87
14790,51.45
14791,44.81
14792,36.61
14793,27.13
14794,17.26
14795,8.19
14796,0.77
14797,-4.96
14798,-9.8
14799,-15
14800,-21.54
14801,-29.62
14802,-38.49
14803,-46.88
14804,-53.64
14805,-58.33
14806,-61.55
14807,-64.68
14808,-69.45
14809,-77.33
14810,-88.99
14811,-103.77
14812,-119.43
14813,-132.33
14814,-138.09
14815,-132.96
14816,-115.11
14817,-85.65
14818,-48.49
14819,-9.22
14820,26.67
14821,55.36
14822,75.42
14823,87.46
14824,93.08
14825,93.91
14826,91.13
14827,85.62
14828,78.41
14829,70.88
14830,64.58
14831,60.71
14832,59.59
14833,60.64
14834,62.61
14835,64.27
14836,64.86
14837,64.22
14838,62.57
14839,60.08
14840,56.57
14841,51.63
14842,44.94
14843,36.64
14844,27.41
14845,18.24
14846,9.94
14847,2.75
14848,-3.8
14849,-10.48
14850,-17.89
14851,-26.04
14852,-34.33
14853,-41.88
14854,-48.06
14855,-52.84
14856,-56.82
14857,-60.95
14858,-66.19
14859,-73.28
14860,-82.64
14861,-94.17
14862,-106.94
14863,-118.86
14864,-126.67
14865,-126.67
14866,-115.91
14867,-93.54
14868,-61.53
14869,-24.34
14870,12.48
14871,44.04
14872,67.44
14873,82.14
14874,89.28
14875,90.7
14876,88.01
14877,82.38
14878,74.77
14879,66.24
14880,58.12
14881,51.72
14882,47.97
14883,47.02
14884,48.28
14885,50.68
14886,53.03
14887,54.41
14888,54.28
14889,52.48
14890,49.04
14891,44.13
14892,38.02
14893,31.02
14894,23.51
14895,15.87
14896,8.4
14897,1.24
14898,-5.61
14899,-12.33
14900,-19.09
14901,-25.97
14902,-32.92
14903,-39.77
14904,-46.29
14905,-52.29
14906,-57.76
14907,-62.84
14908,-67.89
14909,-73.54
14910,-80.67
14911,-90.12
14912,-102.14
14913,-115.63
14914,-127.77
14915,-134.4
14916,-131.24
14917,-115.65
14918,-87.96
14919,-51.73
14920,-12.65
14921,23.38
14922,52.21
14923,72.27
14924,84.29
14925,90.08
14926,91.32
14927,88.93
14928,83.35
14929,75.2
14930,65.79
14931,57.05
14932,50.95
14933,48.7
14934,50.22
14935,54.2
14936,58.56
14937,61.36
14938,61.4
14939,58.52
14940,53.42
14941,47.11
14942,40.5
14943,33.96
14944,27.41
14945,20.45
14946,12.74
14947,4.15
14948,-5.1
14949,-14.53
14950,-23.58
14951,-31.79
14952,-38.95
14953,-45.07
14954,-50.4
14955,-55.28
14956,-60.05
14957,-65.17
14958,-71.24
14959,-79.06
14960,-89.32
14961,-102.01
14962,-115.75
14963,-127.49
14964,-133.05
14965,-128.38
14966,-111.31
14967,-82.63
14968,-46.16
14969,-7.54
14970,27.69
14971,55.78
14972,75.49
14973,87.63
14974,93.86
14975,95.62
14976,93.62
14977,88.19
14978,79.91
14979,70.13
14980,60.82
14981,54
14982,50.87
14983,51.43
14984,54.38
14985,57.81
14986,59.92
14987,59.67
14988,56.95
14989,52.38
14990,46.81
14991,40.89
14992,34.87
14993,28.64
14994,21.94
14995,14.58
14996,6.54
14997,-2.02
14998,-10.95
14999,-20.06
15000,-29.19
15001,-38.09
15002,-46.43
15003,-53.83
15004,-60.06
15005,-65.2
15006,-69.83
15007,-75.02
15008,-82.09
15009,-92.09
15010,-105.07
15011,-119.48
15012,-131.98
15013,-138.13
15014,-133.84
15015,-116.89
15016,-88.08
15017,-51.22
15018,-11.92
15019,24.23
15020,53.36
15021,74.01
15022,86.77
15023,93.24
15024,94.9
15025,92.71
15026,87.32
15027,79.58
15028,70.91
15029,63.08
15030,57.67
15031,55.48
15032,56.22
15033,58.7
15034,61.36
15035,62.9
15036,62.6
15037,60.39
15038,56.57
15039,51.52
15040,45.5
15041,38.69
15042,31.22
15043,23.3
15044,15.12
15045,6.84
15046,-1.59
15047,-10.3
15048,-19.36
15049,-28.62
15050,-37.64
15051,-45.78
15052,-52.51
15053,-57.69
15054,-61.78
15055,-65.75
15056,-70.9
15057,-78.5
15058,-89.35
15059,-103.19
15060,-118.35
15061,-131.57
15062,-138.66
15063,-135.66
15064,-120.25
15065,-92.9
15066,-56.99
15067,-17.82
15068,19.02
15069,49.31
15070,71.1
15071,84.57
15072,91.16
15073,92.58
15074,90.15
15075,84.88
15076,77.74
15077,69.95
15078,62.94
15079,57.95
15080,55.63
15081,55.82
15082,57.62
15083,59.85
15084,61.43
15085,61.67
15086,60.34
15087,57.43
15088,53.05
15089,47.33
15090,40.42
15091,32.64
15092,24.43
15093,16.2
15094,8.19
15095,0.32
15096,-7.72
15097,-16.23
15098,-25.23
15099,-34.3
15100,-42.73
15101,-49.84
15102,-55.36
15103,-59.64
15104,-63.61
15105,-68.49
15106,-75.52
15107,-85.55
15108,-98.59
15109,-113.35
15110,-127.06
15111,-135.8
15112,-135.51
15113,-123.37
15114,-99.08
15115,-65.3
15116,-26.93
15117,10.42
15118,42.2
15119,65.94
15120,81.37
15121,89.62
15122,92.23
15123,90.49
15124,85.41
15125,78.02
15126,69.68
15127,62.01
15128,56.46
15129,53.88
15130,54.22
15131,56.57
15132,59.57
15133,61.79
15134,62.19
15135,60.24
15136,55.98
15137,49.9
15138,42.79
15139,35.42
15140,28.39
15141,21.87
15142,15.56
15143,8.89
15144,1.27
15145,-7.56
15146,-17.3
15147,-27.18
15148,-36.26
15149,-43.85
15150,-49.78
15151,-54.51
15152,-58.9
15153,-63.91
15154,-70.37
15155,-78.83
15156,-89.33
15157,-101.2
15158,-112.75
15159,-121.25
15160,-123.33
15161,-116.03
15162,-97.92
15163,-70
15164,-35.67
15165,0.14
15166,32.54
15167,58.06
15168,75.33
15169,84.88
15170,88.26
15171,87.19
15172,82.96
15173,76.56
15174,68.91
15175,61.17
15176,54.68
15177,50.6
15178,49.48
15179,51.02
15180,54.11
15181,57.18
15182,58.81
15183,58.09
15184,54.86
15185,49.57
15186,43.01
15187,35.94
15188,28.87
15189,21.9
15190,14.78
15191,7.01
15192,-1.83
15193,-11.87
15194,-22.67
15195,-33.3
15196,-42.62
15197,-49.79
15198,-54.65
15199,-57.85
15200,-60.63
15201,-64.37
15202,-70.25
15203,-78.97
15204,-90.61
15205,-104.43
15206,-118.55
15207,-129.91
15208,-134.65
15209,-129.2
15210,-111.61
15211,-82.68
15212,-46.01
15213,-7.01
15214,28.78
15215,57.34
15216,77.03
15217,88.33
15218,92.97
15219,92.87
15220,89.56
15221,84.16
15222,77.62
15223,70.94
15224,65.19
15225,61.27
15226,59.64
15227,60.18
15228,62.17
15229,64.53
15230,66.13
15231,66.01
15232,63.62
15233,58.89
15234,52.2
15235,44.24
15236,35.82
15237,27.66
15238,20.11
15239,13.14
15240,6.33
15241,-0.88
15242,-8.92
15243,-17.84
15244,-27.21
15245,-36.35
15246,-44.57
15247,-51.51
15248,-57.23
15249,-62.22
15250,-67.14
15251,-72.67
15252,-79.5
15253,-88.28
15254,-99.41
15255,-112.48
15256,-125.76
15257,-135.94
15258,-138.77
15259,-130.51
15260,-109.49
15261,-77.23
15262,-38.21
15263,1.53
15264,36.45
15265,63.11
15266,80.72
15267,90.51
15268,94.5
15269,94.38
15270,91.15
15271,85.46
15272,78.07
15273,70.23
15274,63.5
15275,59.2
15276,57.91
15277,59.2
15278,61.79
15279,64.07
15280,64.71
15281,63
15282,59.01
15283,53.34
15284,46.8
15285,40.02
15286,33.29
15287,26.52
15288,19.4
15289,11.58
15290,2.85
15291,-6.72
15292,-16.76
15293,-26.66
15294,-35.76
15295,-43.59
15296,-50.02
15297,-55.31
15298,-59.99
15299,-64.67
15300,-69.95
15301,-76.44
15302,-84.79
15303,-95.45
15304,-108.09
15305,-121.01
15306,-130.89
15307,-133.48
15308,-125.01
15309,-103.9
15310,-71.82
15311,-33.43
15312,5.12
15313,38.35
15314,63.04
15315,78.77
15316,87.12
15317,90.28
15318,89.89
15319,86.7
15320,80.99
15321,73.28
15322,64.83
15323,57.4
15324,52.71
15325,51.6
15326,53.7
15327,57.49
15328,60.97
15329,62.46
15330,61.12
15331,57.1
15332,51.22
15333,44.47
15334,37.52
15335,30.59
15336,23.53
15337,16.03
15338,7.93
15339,-0.69
15340,-9.55
15341,-18.24
15342,-26.36
15343,-33.64
15344,-39.97
15345,-45.37
15346,-50.05
15347,-54.37
15348,-58.82
15349,-64.02
15350,-70.75
15351,-79.78
15352,-91.42
15353,-105
15354,-118.32
15355,-127.74
15356,-129.06
15357,-118.93
15358,-96.44
15359,-63.82
15360,-25.95
15361,11.23
15362,42.69
15363,65.73
15364,80.19
15365,87.62
15366,89.93
15367,88.51
15368,84.03
15369,76.96
15370,68.21
15371,59.38
15372,52.41
15373,48.78
15374,48.91
15375,51.91
15376,55.86
15377,58.67
15378,58.85
15379,56.03
15380,50.89
15381,44.72
15382,38.73
15383,33.49
15384,28.75
15385,23.67
15386,17.27
15387,8.95
15388,-1.14
15389,-12.16
15390,-22.88
15391,-32.17
15392,-39.39
15393,-44.62
15394,-48.55
15395,-52.15
15396,-56.38
15397,-62.01
15398,-69.62
15399,-79.55
15400,-91.66
15401,-104.84
15402,-116.62
15403,-123.3
15404,-120.91
15405,-106.69
15406,-80.52
15407,-45.45
15408,-6.9
15409,29.14
15410,58.09
15411,77.96
15412,89.26
15413,93.92
15414,93.93
15415,90.52
15416,84.19
15417,75.41
15418,65.27
15419,55.56
15420,48.34
15421,45.01
15422,45.66
15423,48.95
15424,52.64
15425,54.54
15426,53.37
15427,49.18
15428,43.16
15429,36.91
15430,31.61
15431,27.46
15432,23.64
15433,18.76
15434,11.63
15435,1.9
15436,-9.69
15437,-21.6
15438,-32.14
15439,-40.23
15440,-45.81
15441,-49.79
15442,-53.51
15443,-58.27
15444,-64.91
15445,-73.85
15446,-85.13
15447,-98.29
15448,-112.04
15449,-123.85
15450,-130.12
15451,-127.12
15452,-112.41
15453,-86.13
15454,-51.47
15455,-13.72
15456,21.37
15457,49.48
15458,68.66
15459,79.15
15460,82.43
15461,80.16
15462,73.68
15463,64.1
15464,52.78
15465,41.5
15466,32.24
15467,26.48
15468,24.66
15469,25.94
15470,28.57
15471,30.72
15472,31.15
15473,29.6
15474,26.61
15475,22.98
15476,19.16
15477,15
15478,9.82
15479,2.92
15480,-5.93
15481,-16.23
15482,-26.88
15483,-36.63
15484,-44.63
15485,-50.75
15486,-55.65
15487,-60.53
15488,-66.79
15489,-75.55
15490,-87.08
15491,-100.34
15492,-112.76
15493,-120.6
15494,-119.96
15495,-108.2
15496,-85.16
15497,-53.53
15498,-18.08
15499,15.92
15500,44.39
15501,65.3
15502,78.66
15503,85.54
15504,87.16
15505,84.39
15506,77.95
15507,68.89
15508,58.84
15509,49.77
15510,43.35
15511,40.24
15512,39.93
15513,41.02
15514,41.96
15515,41.66
15516,39.83
15517,36.8
15518,33.03
15519,28.62
15520,23.19
15521,16.12
15522,6.97
15523,-4.02
15524,-15.96
15525,-27.55
15526,-37.66
15527,-45.89
15528,-52.69
15529,-59.28
15530,-67.19
15531,-77.67
15532,-91.13
15533,-106.53
15534,-121.27
15535,-131.49
15536,-133.07
15537,-123
15538,-100.63
15539,-68.19
15540,-30.28
15541,7.56
15542,40.54
15543,65.73
15544,82.37
15545,91.23
15546,93.69
15547,91.14
15548,84.84
15549,76.12
15550,66.64
15551,58.16
15552,52.08
15553,48.91
15554,48.2
15555,48.72
15556,49.15
15557,48.59
15558,46.79
15559,43.91
15560,40.14
15561,35.36
15562,29.08
15563,20.86
15564,10.63
15565,-1
15566,-12.9
15567,-23.92
15568,-33.3
15569,-41.04
15570,-47.79
15571,-54.6
15572,-62.56
15573,-72.56
15574,-84.98
15575,-99.37
15576,-114.09
15577,-126.11
15578,-131.54
15579,-126.64
15580,-109.32
15581,-80.24
15582,-43.04
15583,-3.28
15584,33.29
15585,62.57
15586,82.9
15587,94.86
15588,100.16
15589,100.54
15590,97.17
15591,90.77
15592,82.18
15593,72.74
15594,64.18
15595,58.03
15596,54.99
15597,54.59
15598,55.38
15599,55.66
15600,54.21
15601,50.77
15602,45.97
15603,40.8
15604,35.93
15605,31.18
15606,25.61
15607,17.98
15608,7.5
15609,-5.61
15610,-20.03
15611,-33.77
15612,-45.02
15613,-52.9
15614,-57.88
15615,-61.61
15616,-66.3
15617,-74.02
15618,-85.81
15619,-101.18
15620,-117.76
15621,-131.55
15622,-137.85
15623,-132.64
15624,-114.13
15625,-83.64
15626,-45.41
15627,-5.33
15628,31.03
15629,60.05
15630,80.57
15631,93.34
15632,99.87
15633,101.36
15634,98.46
15635,91.75
15636,82.42
15637,72.48
15638,64.35
15639,59.91
15640,59.64
15641,62.45
15642,66.08
15643,68.1
15644,66.91
15645,62.25
15646,55.06
15647,46.89
15648,39.16
15649,32.49
15650,26.66
15651,20.76
15652,13.78
15653,5.11
15654,-5.19
15655,-16.35
15656,-27.23
15657,-36.79
15658,-44.44
15659,-50.32
15660,-55.17
15661,-60.12
15662,-66.38
15663,-74.95
15664,-86.43
15665,-100.61
15666,-116.1
15667,-130.06
15668,-138.5
15669,-137.23
15670,-123.34
15671,-96.62
15672,-60
15673,-18.88
15674,20.64
15675,53.74
15676,78.14
15677,94.05
15678,103.13
15679,107.06
15680,106.73
15681,102.33
15682,94.15
15683,83.35
15684,72.09
15685,62.91
15686,57.7
15687,56.84
15688,59.04
15689,61.98
15690,63.36
15691,61.84
15692,57.45
15693,51.3
15694,44.86
15695,39.17
15696,34.4
15697,29.86
15698,24.44
15699,17.18
15700,7.77
15701,-3.3
15702,-14.94
15703,-25.93
15704,-35.39
15705,-43.09
15706,-49.39
15707,-55.01
15708,-60.67
15709,-66.96
15710,-74.35
15711,-83.39
15712,-94.55
15713,-107.67
15714,-121.3
15715,-132.3
15716,-136.32
15717,-129.28
15718,-109.09
15719,-76.97
15720,-37.4
15721,3.37
15722,39.52
15723,67.43
15724,86.33
15725,97.56
15726,103.13
15727,104.47
15728,102.11
15729,96.2
15730,87.37
15731,77.15
15732,67.79
15733,61.38
15734,58.99
15735,60.19
15736,63.19
15737,65.68
15738,65.72
15739,62.53
15740,56.56
15741,49.18
15742,41.92
15743,35.76
15744,30.7
15745,25.89
15746,20.09
15747,12.36
15748,2.57
15749,-8.51
15750,-19.51
15751,-29.12
15752,-36.6
15753,-42.09
15754,-46.51
15755,-51.04
15756,-56.66
15757,-63.91
15758,-72.97
15759,-83.83
15760,-96.32
15761,-109.65
15762,-121.93
15763,-129.93
15764,-129.77
15765,-118.36
15766,-94.92
15767,-61.81
15768,-24.06
15769,12.35
15770,42.53
15771,64.07
15772,77.07
15773,83.16
15774,84.11
15775,80.98
15776,74.26
15777,64.55
15778,53.24
15779,42.5
15780,34.64
15781,31.07
15782,31.71
15783,34.91
