,BVP_1
15784,38.22
15785,39.46
15786,37.65
15787,33.26
15788,27.79
15789,22.82
15790,19.14
15791,16.27
15792,12.78
15793,7.06
15794,-1.77
15795,-13.3
15796,-25.95
15797,-37.69
15798,-46.94
15799,-53.26
15800,-57.39
15801,-60.9
15802,-65.46
15803,-72.3
15804,-81.91
15805,-93.94
15806,-107.05
15807,-118.9
15808,-126.33
15809,-125.91
15810,-115.06
15811,-93.1
15812,-61.93
15813,-25.69
15814,10.44
15815,41.76
15816,65.32
15817,80.18
15818,86.97
15819,87.11
15820,82.14
15821,73.57
15822,63.04
15823,52.34
15824,43.24
15825,36.98
15826,33.9
15827,33.37
15828,34.21
15829,35.16
15830,35.4
15831,34.62
15832,32.77
15833,29.82
15834,25.51
15835,19.5
15836,11.61
15837,2.11
15838,-8.3
15839,-18.61
15840,-27.92
15841,-35.71
15842,-42.02
15843,-47.41
15844,-52.74
15845,-59.05
15846,-67.31
15847,-78.02
15848,-90.75
15849,-103.67
15850,-113.5
15851,-116.22
15852,-108.39
15853,-88.63
15854,-58.56
15855,-22.61
15856,13.36
15857,44.03
15858,66.15
15859,79.14
15860,84.49
15861,84.46
15862,81.03
15863,75.34
15864,67.93
15865,59.31
15866,50.34
15867,42.26
15868,36.27
15869,33.08
15870,32.61
15871,33.93
15872,35.6
15873,36.13
15874,34.36
15875,29.83
15876,22.76
15877,13.91
15878,4.27
15879,-5.36
15880,-14.53
15881,-23.19
15882,-31.5
15883,-39.69
15884,-47.88
15885,-56.25
15886,-65.19
15887,-75.38
15888,-87.38
15889,-100.82
15890,-113.76
15891,-122.53
15892,-122.72
15893,-110.87
15894,-86.19
15895,-51.43
15896,-12.2
15897,24.93
15898,54.65
15899,74.5
15900,84.98
15901,88.45
15902,87.58
15903,84.19
15904,78.97
15905,72.04
15906,63.76
15907,55.09
15908,47.5
15909,42.31
15910,40.1
15911,40.39
15912,41.81
15913,42.65
15914,41.5
15915,37.67
15916,31.31
15917,23.18
15918,14.24
15919,5.25
15920,-3.44
15921,-11.92
15922,-20.46
15923,-29.35
15924,-38.64
15925,-48.33
15926,-58.58
15927,-69.8
15928,-82.41
15929,-96.14
15930,-109.3
15931,-118.6
15932,-119.9
15933,-109.74
15934,-87.03
15935,-53.93
15936,-15.51
15937,22
15938,53.23
15939,75.28
15940,88
15941,93.16
15942,93.11
15943,89.68
15944,83.88
15945,76.21
15946,67.24
15947,57.99
15948,49.72
15949,43.55
15950,39.99
15951,38.73
15952,38.78
15953,38.87
15954,37.83
15955,34.92
15956,29.88
15957,22.86
15958,14.28
15959,4.68
15960,-5.38
15961,-15.42
15962,-25.09
15963,-34.2
15964,-42.71
15965,-50.8
15966,-58.89
15967,-67.78
15968,-78.48
15969,-91.68
15970,-106.97
15971,-122.12
15972,-133.04
15973,-134.87
15974,-123.72
15975,-98.62
15976,-62.31
15977,-20.59
15978,19.7
15979,53.07
15980,76.86
15981,91.41
15982,98.74
15983,100.97
15984,99.35
15985,94.22
15986,85.91
15987,75.52
15988,65.16
15989,57.27
15990,53.56
15991,54.16
15992,57.41
15993,60.64
15994,61.34
15995,58.22
15996,51.73
15997,43.57
15998,35.82
15999,29.75
16000,25.29
16001,21.08
16002,15.28
16003,6.53
16004,-5.22
16005,-18.66
16006,-31.68
16007,-42.32
16008,-49.64
16009,-54.11
16010,-57.33
16011,-61.29
16012,-67.66
16013,-77.34
16014,-90.35
16015,-105.79
16016,-121.74
16017,-135.15
16018,-142.11
16019,-138.69
16020,-122.31
16021,-93.06
16022,-54.16
16023,-11.22
16024,29.5
16025,63.1
16026,87.2
16027,101.98
16028,109.13
16029,110.61
16030,107.81
16031,101.59
16032,92.8
16033,82.75
16034,73.29
16035,66.29
16036,62.89
16037,63.05
16038,65.43
16039,67.95
16040,68.61
16041,66.24
16042,60.89
16043,53.66
16044,46.05
16045,39.29
16046,33.71
16047,28.65
16048,22.83
16049,15.01
16050,4.66
16051,-7.73
16052,-20.76
16053,-32.71
16054,-42.24
16055,-48.93
16056,-53.41
16057,-57.1
16058,-61.67
16059,-68.53
16060,-78.49
16061,-91.53
16062,-106.51
16063,-121.08
16064,-131.74
16065,-134.57
16066,-126.34
16067,-105.88
16068,-74.75
16069,-37.08
16070,1.66
16071,36.34
16072,63.54
16073,81.96
16074,92.03
16075,94.94
16076,92.01
16077,84.44
16078,73.65
16079,61.54
16080,50.42
16081,42.36
16082,38.52
16083,38.62
16084,41.08
16085,43.73
16086,44.66
16087,42.98
16088,38.97
16089,33.72
16090,28.37
16091,23.53
16092,18.92
16093,13.61
16094,6.56
16095,-2.82
16096,-14.21
16097,-26.51
16098,-38.26
16099,-48.21
16100,-55.83
16101,-61.44
16102,-66.01
16103,-70.81
16104,-77.07
16105,-85.74
16106,-97.25
16107,-111.15
16108,-125.61
16109,-137.33
16110,-142.07
16111,-135.93
16112,-117
16113,-86.46
16114,-48.57
16115,-9.31
16116,25.63
16117,52.54
16118,70.37
16119,80.08
16120,83.46
16121,82.01
16122,76.74
16123,68.56
16124,58.83
16125,49.54
16126,42.73
16127,39.74
16128,40.47
16129,43.5
16130,46.68
16131,48.12
16132,47.01
16133,43.71
16134,39.18
16135,34.27
16136,29.08
16137,22.94
16138,15
16139,4.83
16140,-7
16141,-19.14
16142,-29.95
16143,-38.41
16144,-44.5
16145,-49.32
16146,-54.55
16147,-61.9
16148,-72.42
16149,-85.92
16150,-100.83
16151,-114.11
16152,-121.94
16153,-120.62
16154,-107.86
16155,-83.72
16156,-50.86
16157,-13.9
16158,22.07
16159,52.86
16160,76.13
16161,91.37
16162,99.25
16163,100.86
16164,97.23
16165,89.5
16166,79.13
16167,68.1
16168,58.57
16169,52.17
16170,49.45
16171,49.66
16172,51.15
16173,52.12
16174,51.38
16175,48.73
16176,44.78
16177,40.37
16178,35.95
16179,31.35
16180,25.79
16181,18.44
16182,8.89
16183,-2.5
16184,-14.7
16185,-26.36
16186,-36.34
16187,-44.13
16188,-50.03
16189,-54.99
16190,-60.35
16191,-67.55
16192,-77.64
16193,-90.91
16194,-106.34
16195,-121.26
16196,-131.67
16197,-133.17
16198,-122.48
16199,-98.92
16200,-64.99
16201,-25.8
16202,12.63
16203,45.32
16204,69.64
16205,85.49
16206,94.39
16207,98.11
16208,97.8
16209,93.92
16210,86.82
16211,77.5
16212,67.79
16213,59.93
16214,55.66
16215,55.39
16216,57.96
16217,61.15
16218,62.67
16219,61.13
16220,56.52
16221,50.09
16222,43.47
16223,37.87
16224,33.36
16225,28.97
16226,23.2
16227,14.87
16228,3.78
16229,-9.09
16230,-21.96
16231,-33.06
16232,-41.32
16233,-46.88
16234,-50.87
16235,-54.96
16236,-60.68
16237,-69.03
16238,-80.26
16239,-93.84
16240,-108.37
16241,-121.45
16242,-129.85
16243,-130.08
16244,-119.45
16245,-97.21
16246,-65.28
16247,-27.84
16248,9.77
16249,42.73
16250,68.09
16251,85.05
16252,94.55
16253,98.2
16254,97.4
16255,93.11
16256,86.06
16257,77.23
16258,68.05
16259,60.22
16260,55.16
16261,53.41
16262,54.38
16263,56.55
16264,58.09
16265,57.55
16266,54.4
16267,49.07
16268,42.69
16269,36.38
16270,30.76
16271,25.63
16272,20.14
16273,13.25
16274,4.32
16275,-6.49
16276,-18.15
16277,-29.19
16278,-38.29
16279,-44.83
16280,-49.18
16281,-52.53
16282,-56.44
16283,-62.3
16284,-70.98
16285,-82.55
16286,-96.13
16287,-109.81
16288,-120.66
16289,-125.23
16290,-120.46
16291,-104.7
16292,-78.65
16293,-45.36
16294,-9.46
16295,24.27
16296,52.23
16297,72.69
16298,85.65
16299,92.06
16300,93.05
16301,89.59
16302,82.65
16303,73.49
16304,63.84
16305,55.57
16306,50.11
16307,47.94
16308,48.43
16309,50.11
16310,51.33
16311,50.86
16312,48.23
16313,43.8
16314,38.31
16315,32.6
16316,27.12
16317,21.85
16318,16.33
16319,9.93
16320,2.17
16321,-6.99
16322,-17.1
16323,-27.3
16324,-36.61
16325,-44.36
16326,-50.35
16327,-54.98
16328,-59.1
16329,-63.77
16330,-70.06
16331,-78.78
16332,-90.08
16333,-103.02
16334,-115.33
16335,-123.62
16336,-124.21
16337,-114.41
16338,-93.71
16339,-64.25
16340,-30.22
16341,3.5
16342,32.83
16343,55.47
16344,70.84
16345,79.42
16346,81.96
16347,79.1
16348,71.7
16349,61.17
16350,49.72
16351,39.9
16352,33.72
16353,31.87
16354,33.44
16355,36.42
16356,38.61
16357,38.65
16358,36.43
16359,32.81
16360,28.95
16361,25.46
16362,22.07
16363,17.85
16364,11.81
16365,3.59
16366,-6.29
16367,-16.62
16368,-26.04
16369,-33.7
16370,-39.54
16371,-44.23
16372,-48.82
16373,-54.34
16374,-61.58
16375,-70.89
16376,-82.05
16377,-94.06
16378,-104.92
16379,-111.76
16380,-111.45
16381,-101.61
16382,-81.67
16383,-53.4
16384,-20.59
16385,12.04
16386,40.29
16387,61.51
16388,74.94
16389,81.34
16390,82.17
16391,78.94
16392,72.92
16393,65.24
16394,57.05
16395,49.57
16396,43.84
16397,40.43
16398,39.22
16399,39.47
16400,40.09
16401,40.08
16402,38.83
16403,36.13
16404,32.09
16405,26.88
16406,20.6
16407,13.27
16408,4.94
16409,-4.19
16410,-13.73
16411,-23.13
16412,-31.86
16413,-39.58
16414,-46.23
16415,-52.23
16416,-58.43
16417,-65.93
16418,-75.76
16419,-88.16
16420,-101.98
16421,-114.46
16422,-121.67
16423,-119.74
16424,-106.36
16425,-81.91
16426,-49.58
16427,-14.41
16428,18.45
16429,45.27
16430,64.53
16431,76.64
16432,82.91
16433,84.59
16434,82.42
16435,76.9
16436,68.84
16437,59.78
16438,51.69
16439,46.31
16440,44.33
16441,45.09
16442,46.84
16443,47.63
16444,46.21
16445,42.52
16446,37.52
16447,32.44
16448,27.96
16449,23.8
16450,18.85
16451,11.93
16452,2.47
16453,-8.99
16454,-21.02
16455,-31.91
16456,-40.44
16457,-46.44
16458,-50.78
16459,-55.02
16460,-60.81
16461,-69.32
16462,-80.84
16463,-94.54
16464,-108.34
16465,-119.14
16466,-123.42
16467,-118.24
16468,-102.26
16469,-76.47
16470,-44.04
16471,-9.44
16472,22.91
16473,49.82
16474,69.81
16475,82.87
16476,89.75
16477,91.38
16478,88.66
16479,82.66
16480,74.85
16481,67.05
16482,61
16483,57.73
16484,57.19
16485,58.31
16486,59.48
16487,59.24
16488,56.86
16489,52.47
16490,46.82
16491,40.8
16492,34.97
16493,29.3
16494,23.27
16495,16.2
16496,7.69
16497,-2.14
16498,-12.56
16499,-22.58
16500,-31.27
16501,-38.17
16502,-43.49
16503,-48.01
16504,-52.83
16505,-59.12
16506,-67.79
16507,-79.16
16508,-92.59
16509,-106.12
16510,-116.57
16511,-120.18
16512,-113.81
16513,-96.21
16514,-68.8
16515,-35.41
16516,-1.07
16517,29.69
16518,54.1
16519,71.51
16520,82.7
16521,88.79
16522,90.52
16523,88.15
16524,82.07
16525,73.39
16526,64.05
16527,56.36
16528,52
16529,51.29
16530,53.06
16531,55.2
16532,55.68
16533,53.41
16534,48.63
16535,42.55
16536,36.63
16537,31.7
16538,27.57
16539,23.16
16540,17.15
16541,8.72
16542,-1.92
16543,-13.54
16544,-24.48
16545,-33.35
16546,-39.67
16547,-44.04
16548,-47.81
16549,-52.45
16550,-59.07
16551,-68.13
16552,-79.42
16553,-92.08
16554,-104.48
16555,-114.22
16556,-118.34
16557,-114.02
16558,-99.63
16559,-75.57
16560,-44.53
16561,-10.84
16562,20.88
16563,47.08
16564,65.96
16565,77.45
16566,82.5
16567,82.33
16568,78.08
16569,70.87
16570,62.04
16571,53.22
16572,46.06
16573,41.68
16574,40.31
16575,41.24
16576,43.06
16577,44.29
16578,43.85
16579,41.38
16580,37.21
16581,32.04
16582,26.52
16583,20.91
16584,14.98
16585,8.17
16586,0.03
16587,-9.43
16588,-19.59
16589,-29.4
16590,-37.82
16591,-44.32
16592,-49.12
16593,-53.2
16594,-57.98
16595,-64.77
16596,-74.27
16597,-86.09
16598,-98.55
16599,-108.76
16600,-113.31
16601,-109.24
16602,-95.16
16603,-71.88
16604,-42.3
16605,-10.56
16606,19.32
16607,44.45
16608,63.51
16609,76.4
16610,83.61
16611,85.64
16612,82.97
16613,76.38
16614,67.33
16615,57.84
16616,50.05
16617,45.35
16618,43.9
16619,44.61
16620,45.72
16621,45.69
16622,43.8
16623,40.37
16624,36.19
16625,31.94
16626,27.57
16627,22.41
16628,15.55
16629,6.55
16630,-4.14
16631,-15.27
16632,-25.32
16633,-33.25
16634,-38.97
16635,-43.34
16636,-47.77
16637,-53.64
16638,-61.9
16639,-72.76
16640,-85.61
16641,-98.92
16642,-110.23
16643,-116.45
16644,-114.56
16645,-102.63
16646,-80.71
16647,-51.2
16648,-18.23
16649,13.59
16650,40.6
16651,60.88
16652,74.32
16653,81.89
16654,84.78
16655,83.9
16656,79.93
16657,73.71
16658,66.5
16659,59.92
16660,55.34
16661,53.37
16662,53.56
16663,54.58
16664,54.88
16665,53.34
16666,49.71
16667,44.53
16668,38.73
16669,33.05
16670,27.62
16671,21.98
16672,15.4
16673,7.31
16674,-2.32
16675,-12.87
16676,-23.3
16677,-32.55
16678,-39.99
16679,-45.65
16680,-50.27
16681,-55.1
16682,-61.51
16683,-70.63
16684,-82.83
16685,-97.23
16686,-111.49
16687,-122.03
16688,-124.95
16689,-117.27
16690,-98.22
16691,-69.72
16692,-35.99
16693,-2.05
16694,27.83
16695,51.29
16696,67.99
16697,78.84
16698,84.94
16699,86.91
16700,84.98
16701,79.57
16702,71.88
16703,63.91
16704,57.8
16705,55.03
16706,55.62
16707,58.21
16708,60.65
16709,61.02
16710,58.43
16711,53.25
16712,46.72
16713,40.19
16714,34.47
16715,29.46
16716,24.35
16717,18.16
16718,10.26
16719,0.73
16720,-9.64
16721,-19.72
16722,-28.47
16723,-35.42
16724,-40.81
16725,-45.49
16726,-50.53
16727,-56.87
16728,-65.13
16729,-75.5
16730,-87.71
16731,-100.84
16732,-113.11
16733,-121.78
16734,-123.65
16735,-115.97
16736,-97.6
16737,-69.83
16738,-36.29
16739,-1.88
16740,28.8
16741,52.82
16742,69.45
16743,79.58
16744,84.73
16745,86.03
16746,84.01
16747,78.92
16748,71.38
16749,62.87
16750,55.38
16751,50.77
16752,49.87
16753,52.07
16754,55.5
16755,57.85
16756,57.36
16757,53.49
16758,47
16759,39.47
16760,32.42
16761,26.6
16762,21.73
16763,16.74
16764,10.46
16765,2.25
16766,-7.63
16767,-18.11
16768,-27.83
16769,-35.8
16770,-41.75
16771,-46.24
16772,-50.31
16773,-54.97
16774,-60.93
16775,-68.53
16776,-77.82
16777,-88.66
16778,-100.43
16779,-111.65
16780,-119.78
16781,-121.59
16782,-114.21
16783,-96.36
16784,-69.24
16785,-36.42
16786,-2.76
16787,27.2
16788,50.52
16789,66.32
16790,75.33
16791,78.93
16792,78.4
16793,74.64
16794,68.46
16795,61.01
16796,53.83
16797,48.55
16798,46.26
16799,47.02
16800,49.77
16801,52.71
16802,54.04
16803,52.69
16804,48.6
16805,42.65
16806,36.1
16807,29.93
16808,24.38
16809,18.95
16810,12.7
16811,4.88
16812,-4.58
16813,-14.93
16814,-24.9
16815,-33.23
16816,-39.31
16817,-43.45
16818,-46.77
16819,-50.75
16820,-56.73
16821,-65.53
16822,-77.13
16823,-90.55
16824,-103.77
16825,-113.85
16826,-117.57
16827,-112.23
16828,-96.69
16829,-72.03
16830,-41.34
16831,-8.92
16832,21.09
16833,45.82
16834,64.11
16835,76.16
16836,82.77
16837,84.78
16838,82.81
16839,77.58
16840,70.25
16841,62.42
16842,55.85
16843,51.87
16844,50.93
16845,52.42
16846,54.97
16847,56.93
16848,57
16849,54.57
16850,49.8
16851,43.41
16852,36.36
16853,29.41
16854,22.84
16855,16.48
16856,9.78
16857,2.23
16858,-6.4
16859,-15.85
16860,-25.44
16861,-34.34
16862,-41.9
16863,-47.94
16864,-52.81
16865,-57.27
16866,-62.31
16867,-68.84
16868,-77.59
16869,-88.84
16870,-102.07
16871,-115.61
16872,-126.52
16873,-131.13
16874,-126.05
16875,-109.55
16876,-82.52
16877,-48.48
16878,-12.49
16879,20.53
16880,47.29
16881,66.71
16882,79.44
16883,86.84
16884,90.01
16885,89.52
16886,85.75
16887,79.5
16888,72.23
16889,65.74
16890,61.5
16891,60.08
16892,60.94
16893,62.78
16894,64.11
16895,63.92
16896,61.84
16897,58.11
16898,53.23
16899,47.6
16900,41.45
16901,34.84
16902,27.77
16903,20.33
16904,12.66
16905,4.89
16906,-2.91
16907,-10.75
16908,-18.58
16909,-26.23
16910,-33.4
16911,-39.77
16912,-45.2
16913,-49.93
16914,-54.54
16915,-59.84
16916,-66.71
16917,-75.84
16918,-87.35
16919,-100.44
16920,-113.06
16921,-122.07
16922,-123.88
16923,-115.66
16924,-96.48
16925,-67.98
16926,-34.04
16927,0.4
16928,30.92
16929,54.8
16930,71.32
16931,81.19
16932,85.63
16933,85.67
16934,82.05
16935,75.53
16936,67.32
16937,59.07
16938,52.5
16939,48.79
16940,48.1
16941,49.62
16942,51.86
16943,53.33
16944,53.03
16945,50.67
16946,46.59
16947,41.41
16948,35.75
16949,29.97
16950,24.14
16951,18.06
16952,11.4
16953,3.83
16954,-4.82
16955,-14.4
16956,-24.42
16957,-34.11
16958,-42.65
16959,-49.48
16960,-54.51
16961,-58.21
16962,-61.51
16963,-65.58
16964,-71.53
16965,-80.15
16966,-91.52
16967,-104.61
16968,-117.06
16969,-125.47
16970,-126.16
16971,-116.4
16972,-95.64
16973,-65.92
16974,-31.43
16975,2.89
16976,32.8
16977,55.81
16978,71.23
16979,79.57
16980,81.73
16981,78.63
16982,71.29
16983,61.22
16984,50.55
16985,41.7
16986,36.59
16987,35.9
16988,38.8
16989,43.32
16990,47.14
16991,48.55
16992,46.96
16993,42.95
16994,37.72
16995,32.42
16996,27.56
16997,22.89
16998,17.59
16999,10.84
17000,2.28
17001,-7.71
17002,-18.16
17003,-27.92
17004,-36.12
17005,-42.52
17006,-47.52
17007,-51.95
17008,-56.79
17009,-62.92
17010,-71.05
17011,-81.56
17012,-94.1
17013,-107.22
17014,-118.1
17015,-123.03
17016,-118.5
17017,-102.66
17018,-76.31
17019,-42.98
17020,-7.81
17021,24.25
17022,49.87
17023,67.96
17024,79.14
17025,84.65
17026,85.49
17027,82.22
17028,75.44
17029,66.34
17030,56.86
17031,49.25
17032,45.19
17033,45
17034,47.5
17035,50.53
17036,51.95
17037,50.59
17038,46.63
17039,41.29
17040,35.96
17041,31.36
17042,27.06
17043,21.8
17044,14.2
17045,3.7
17046,-8.98
17047,-22.11
17048,-33.68
17049,-42.32
17050,-47.94
17051,-51.72
17052,-55.55
17053,-61.28
17054,-70.12
17055,-82.31
17056,-96.93
17057,-111.9
17058,-124.14
17059,-130.06
17060,-126.44
17061,-111.56
17062,-86.01
17063,-52.84
17064,-16.72
17065,17.48
17066,46.06
17067,67.25
17068,81.04
17069,88.37
17070,90.35
17071,87.9
17072,81.94
17073,73.72
17074,65
17075,57.72
17076,53.32
17077,52.22
17078,53.63
17079,55.95
17080,57.41
17081,56.79
17082,53.81
17083,48.98
17084,43.17
17085,37.12
17086,31.03
17087,24.54
17088,17.03
17089,7.99
17090,-2.54
17091,-13.96
17092,-25.25
17093,-35.37
17094,-43.63
17095,-50
17096,-55.07
17097,-59.93
17098,-65.92
17099,-74.3
17100,-85.82
17101,-100.21
17102,-115.64
17103,-128.7
17104,-135.03
17105,-130.65
17106,-113.62
17107,-85.02
17108,-48.9
17109,-10.98
17110,23.38
17111,50.75
17112,70.22
17113,82.7
17114,89.62
17115,91.9
17116,89.8
17117,83.63
17118,74.47
17119,64.5
17120,56.43
17121,52.34
17122,52.72
17123,56.23
17124,60.29
17125,62.34
17126,60.91
17127,56.2
17128,49.67
17129,43.17
17130,37.88
17131,33.77
17132,29.69
17133,24.07
17134,15.79
17135,4.83
17136,-7.7
17137,-19.99
17138,-30.42
17139,-38.18
17140,-43.55
17141,-47.69
17142,-52.05
17143,-57.84
17144,-65.84
17145,-76.3
17146,-88.96
17147,-102.79
17148,-115.69
17149,-124.44
17150,-125.3
17151,-115.2
17152,-93.16
17153,-61.08
17154,-23.5
17155,13.89
17156,46.06
17157,70.1
17158,85.6
17159,93.86
17160,96.69
17161,95.42
17162,90.78
17163,83.32
17164,74.1
17165,64.87
17166,57.67
17167,53.96
17168,53.96
17169,56.44
17170,59.25
17171,60.27
17172,58.29
17173,53.43
17174,46.87
17175,40.11
17176,34.15
17177,28.98
17178,23.62
17179,16.75
17180,7.45
17181,-4.19
17182,-17
17183,-29.22
17184,-39.2
17185,-46.2
17186,-50.65
17187,-53.97
17188,-57.97
17189,-64.15
17190,-73.37
17191,-85.53
17192,-99.61
17193,-113.6
17194,-124.57
17195,-129.13
17196,-124.2
17197,-108.16
17198,-81.62
17199,-47.67
17200,-10.99
17201,23.47
17202,51.91
17203,72.41
17204,84.8
17205,89.92
17206,88.93
17207,83.06
17208,73.72
17209,62.74
17210,52.33
17211,44.5
17212,40.43
17213,39.99
17214,41.89
17215,44.2
17216,45.26
17217,44.23
17218,41.25
17219,37.05
17220,32.38
17221,27.47
17222,21.97
17223,15.2
17224,6.63
17225,-3.67
17226,-14.95
17227,-26.02
17228,-35.75
17229,-43.53
17230,-49.44
17231,-54.23
17232,-59.01
17233,-64.96
17234,-73.1
17235,-83.94
17236,-97.09
17237,-110.82
17238,-121.96
17239,-126.46
17240,-120.66
17241,-102.72
17242,-73.72
17243,-37.56
17244,0.24
17245,34.41
17246,61.45
17247,80.25
17248,91.53
17249,96.69
17250,96.89
17251,92.81
17252,85.12
17253,75.09
17254,64.74
17255,56.43
17256,51.85
17257,51.35
17258,53.67
17259,56.55
17260,57.73
17261,55.97
17262,51.42
17263,45.37
17264,39.3
17265,34.04
